ResponseID,DUP,STARTDATE,ENDDATE,FINISHED,DUBIOUS,18YESORNO,COUNTRY,ZIP,DOB,YRSSURFING,WAVEPREF,WAVEPREFOTHER,BOARDPREF,BOARDPREFOTHER,ABILITY,SURFSPOT,SPOTTOWN,SPOTCO,SPOTSTATE,SPOTCOUNTRY,SPOTYRS,SPOTFAM,SURFSPERYEAR,BOTTOMCOND,BOTTOMCONDOTHER,BCHMGMTJET,BCHMGMTNAT,BCHMGMTWALL,BCHMGMTRIP,BCHMGMTSAND,BCHMGMTOTHERYN,BCHMGMTOTHER,BCHMGMTCOUNT,BCHMGMTIDK,SPOTWAVE,SPOTWAVEOTHER,BESTTIDE,5TIDE2,5TIDEMED,5TIDE6,5TIDEV6,V6BETTER,V6SHORTER,V6BACKW,V6LESSDANGER,V6CLIFFS,V6BIGSWELL,V6NEWPEAK,V6WAVEGONE,V6TAKEOFF,V6PACKDENSE,V6OTHERHAZ,PLACEIDN1,PLACEDEP1,PLACEIDN2,PLACEDEP2,PLACEIDN3,PLACEDEP3,PLACEIDN4,PLACEDEP4,PLACEIDN5,PLACEDEP5,PLACEIDN6,PLACEDEP6,PLACEBATTCOMP,WHYIMPORT,ACCESSBLOCKED,BLOCKEDHOW,NEVERSURFAGAIN,NEVERSURFAGAINEMO,IPLAT,IPLON,CCON-S,CCO,CCIT,LCPJur,LCPJurN-S,CSPOTLat,CSPOTLon,SURFSPOT,SL-SURFSPOT,SL-SPOTN-S,MORE_RES,LESS_RES,Secret
R_0dmBG1D7Lx9GGxL,0,3/11/14 22:05,3/11/14 22:26,1,,1,United States,91301,1980,10,fast beach break,,shortboard,,4,El Porto,Manhattan Beach,Los Angeles,CA,USA,6,10,Weekly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,4,3,5,4,2,No,Yes,Yes,No,No,No,No,Yes,No,No,No,4,3,4,2,4,3,3,3,2,1,4,4,12,It was close to me and I have a lot of friends that surf it.,No,,It would suck but I would get over it.  There are always other places to surf.,Slight sadness.,33.64860535,-117.9185944,13,Los Angeles,Manhattan Beach,Manhattan Beach (City of),47,33.8986,-118.4207,El Porto,El Porto,116,,,
R_0Dp5YxxD0hNCGX3,0,5/6/14 10:41,5/6/14 10:47,0,,1,United States,94044,1981,16,fast beach break,,"hybrid, funboard, or egg",,4,Ocean Beach,San Francisco,San Francisco,CA,USA,10,10,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_0DPOedwNeU3ZL93,0,3/28/14 9:48,3/28/14 10:00,1,,1,United States,92649,1958,-9999,fast beach break,,SUP,,4,Huntington Beach,Huntington Beach,Orange,CA,USA,44,10,Daily,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,5,4,4,4,4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,4,4,5,4,5,4,5,4,4,3,4,4,12,Started surfing in this area and have been surfing here for 44 Years.,Yes,Strong Swells erroding the beach making access dangerous at 6 tie.,Yes. I live here. I would have to travel..,Disappointment. Depending on the circumstance i would ave different feelings...,33.71099854,-118.0438004,14,Orange,Huntington Beach,Huntington Beach (City of),57,,,Huntington Beach,,,,1,
R_0DQNSZnNcVdHMj3,0,3/17/14 5:52,3/17/14 5:58,1,,1,United States,93003,1947,27,fast reef break,,bodyboard,,2,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,26,10,Weekly,hard rock reef,,,,,riprap,,,,1,0,fast reef break,,2,3,4,2,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,4,4,4,2,3,4,4,4,3,3,4,4,12,,No,,,,33.58059692,-112.2373962,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_0e686oAbegD56At,0,4/13/14 20:44,4/13/14 21:06,1,,1,United States,95603,1956,2,slow beach break,,bodyboard,,1,Scott Creek,Davenport,Santa Cruz,CA,USA,2,10,Monthly,Sand,,,natural beaches or bluffs,,,,,,1,0,slow beach break,,4,1,5,5,1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,5,5,5,5,5,5,5,5,5,5,5,1,12,In 2007 when I first came to Santa Cruz from living in Placerville CA I  visited the waves  at Scott Creek Beach as a bodysurfer and fell in love with the beach and people and so many marine animals came to see me that I couldn't leave ... this is why Scott Creek Beach is my beach and now that I moved out of the area I don't get there as often as I would like ..I MISS my waves very much!!,Yes,Some dead seals on the beach  - the smell and sadness was overwhelming bummed me out so much I couldn't go for a paddle.,Yes I would hang up body/board surfing.... that would  permanently make me depressed.... I'd be the saddest person on earth.,"overwhelmingly sad, pure anxiety, depressed,   mad",38.92340088,-121.0704956,8,Santa Cruz,Davenport,Santa Cruz County,18,37.04211,,Scott Creek,Scott Creek,38,,,
R_0euQavkcdrjRvCt,0,4/25/14 10:44,4/25/14 10:52,1,,1,United States,92109,1988,3,fast beach break,,"hybrid, funboard, or egg",,3,Scripps,La Jolla,San Diego,CA,USA,3,8,Weekly,Sand,,,,seawall,,,,,1,0,fast beach break,,4,4,5,3,1,No,Yes,No,No,No,No,No,Yes,No,No,No,4,3,4,2,4,3,4,3,2,3,4,4,12,I work right near by. It is my local break and it is the easiest one for me to get to. I've gotten the most days on this break.,Yes,Water pollution after a big rain storm. The run-off made the water a funky color. ,"I wouldn't surf nearly as much. I'm lucky enough to be able to go surf for an hour or so whenever I want. But if I couldn't surf right by where I work, I wouldn't get to do that. ","At the risk of soundling like a surfer. . .pretty bummed out, man. ",32.88070679,-117.2359009,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
R_0fa15W2WQkDeCWh,0,4/10/14 13:42,4/10/14 13:49,1,,1,United States,94038,1977,20,slow point break,,longboard ,,3,Pleasure Point,Santa Cruz,Santa Cruz,CA,USA,15,8,Monthly,"cobbles, boulders, or loose rocks",,,,seawall,,,,,1,0,slow point break,,2,3,5,2,1,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,4,5,4,3,4,3,4,3,3,3,5,5,12,It is the place I learned to surf and it is the place i can still surf with my dad on a regular basis.   Also the spot has many different breaks and you can use a variety of different boards depending on the swell and conditions. ,No,,"I'm sure I could find other places to surf, but many memories and lots of fun would be lost if this place disappeared.",I would be very sad.,37.44360352,-122.4123993,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,Pleasure Point,Pleasure Point,48,,,
R_0fBxhdhr4f2B1vn,0,4/25/14 15:48,4/25/14 20:16,1,,1,United States,92037,1951,40,slow reef break,,Kayak,Kayak,1,PB Point,La Jolla,San Diego,CA,USA,40,-9999,-9999,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow point break,,5,1,2,4,3,No,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,5,3,5,2,5,2,5,2,2,2,5,2,12,Because it's part of my home and family.,Yes,Water pollution,Damned inconvenient. ! ,Seriously...I keep this in perspective!,32.86669922,-117.2481003,15,San Diego,La Jolla,San Diego (City of),72,32.80703,-117.26769,PB Point,PB Point,186,,,
R_0fhLmuHsADUsYzb,0,4/25/14 6:39,4/25/14 6:42,0,,1,United States,92106,1968,25,fast beach break,,shortboard,,4,Mission Beach,Mission Beach,San Diego,CA,USA,15,10,Daily,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,the tide doesn't matter,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,San Diego,Mission Beach,San Diego (City of),72,32.77669,-117.2548,Mission Beach,Mission Beach,189,,,
R_0GnHvbybChZSDzv,0,4/10/14 21:02,4/10/14 21:13,1,,1,United States,91320,1963,35,fast beach break,,Kneeboard,Knee board,3,Silver Strand,Oxnard,Ventura,CA,USA,20,8,Weekly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,5,2,5,4,3,No,Yes,Yes,No,No,No,No,Yes,No,No,No,5,5,5,5,5,5,5,5,5,5,5,5,12,Good waves ,Yes,Surf size / Dredging / ,No don't surf anymore too crowded everywhere. Wave quality less due to chronic losses of sand ,Would miss the connection I had with the sea,33.74560547,-117.8677979,12,Ventura,Oxnard,Oxnard (City of),40,34.1553,,Silver Strand,Oxnard,100,,,
R_0GOzIF2vibdGmMt,0,3/31/14 14:11,3/31/14 14:17,1,,1,United States,94606,1971,24,fast point break,,shortboard,,4,Ocean Beach,San Francisco,San Francisco,CA,USA,2,4,Weekly,Sand,,,,seawall,riprap,,,,2,0,fast beach break,,2,4,5,3,2,No,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,3,2,2,2,2,3,2,2,3,2,3,4,12,"It's closest to my house, 30 minute drive from Oakland with no traffic. And it has consistent size.",Yes,Waves were too big. Pollution on another day. Limited parking due to erosion from riprap near Sloat on a 3rd session.,"Yes, I would have to drive farther to surf.",Would be concerned over the amount of pollution or lack of access that would close the entire stretch of Ocean Beach.,30.28779602,-81.42639923,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_0HA94Pdl2DpF5vT,0,3/12/14 13:39,3/12/14 13:52,1,,1,United States,92107,1972,25,slow reef break,,"hybrid, funboard, or egg",,3,Ocean Beach - Pier,Ocean Beach,San Diego,CA,USA,10,6,Monthly,hard rock reef,,jetty or groin,,seawall,,,,,2,0,slow reef break,,2,4,5,4,4,No,Yes,I'm not sure,Yes,No,Yes,No,Yes,No,No,No,2,2,2,2,2,2,2,2,2,2,2,4,12,It's the closest break & it's consistently rideable,Yes,the day after it rains - you shouldn't surf there,"yes, I would go to a different break",bummer :(,32.71530151,-117.1573029,15,San Diego,Ocean Beach,San Diego (City of),72,32.748804,-117.254657,Ocean Beach - Pier,,,1,,
R_0He7xB0SdKdZHpj,0,5/10/14 21:16,5/10/14 21:20,0,,1,United States,94941,1989,1,slow beach break,,no board (bodysurf),,1,Fort Cronkite - Rodeo Beach,Marin,Marin,CA,USA,1,2,Rarely,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,5,Marin,Marin,Marin County,12,37.82095,-122.53196,Fort Cronkite - Rodeo Beach,Fort Cronkite/Rodeo Beach,21,,,
R_0Hes3GzuLdM73lH,0,4/10/14 14:31,4/10/14 14:39,1,,1,United States,92107,1988,15,fast beach break,,"hybrid, funboard, or egg",,4,North Garbage,Ocean Beach,San Diego,CA,USA,15,9,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,3,5,3,1,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Yes,4,4,5,2,4,4,4,3,4,4,4,2,12,Its where I grew up,No,,Yes. It would make me nostalgic for times past and the experience I have come to know at this particular spot would be wasted. ,Upset and frustrated,32.71530151,-117.1573029,15,San Diego,Ocean Beach,San Diego (City of),72,,,North Garbage,,,1,,
R_0Hzl1NwvYRunc45,0,3/12/14 14:18,3/12/14 14:25,1,,1,United States,94070,1973,10,fast point break,,shortboard,,3,County Line,Malibu,Ventura,CA,USA,9,9,Weekly,Sand,,,,,riprap,,,,1,0,slow reef break,,2,3,5,2,1,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,3,3,4,2,3,2,4,2,1,1,4,3,12,It was my closest break for several years and will often be surfable when other neighboring breaks aren't.  ,No,,"I'd be disappointed, but since I moved away from there a year ago, it wouldn't have a big impact.","Disappointed, or angry depending on the reason (e.g. construction, pollution)",37.41920471,-122.0574036,12,Ventura,Malibu,Ventura County,38,34.0512,-118.96402,County Line,County Line,101,,,
R_0j3BpcHsWtGAui1,0,4/7/14 10:43,4/7/14 10:54,1,,1,United States,95019,1971,30,fast point break,,shortboard,,4,"Pleasure Point (""Point""?)",Santa Cruz,Santa Cruz,CA,USA,25,9,Weekly,hard rock reef,,,,seawall,,,,,1,0,slow point break,,2,3,5,3,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,4,3,3,2,4,3,4,3,3,2,4,3,12,Good consistent conditions. Protected by north winds.,Yes,Constrution of seawall.,I would be sad and 1000 others would be.,"upset, sad, ",37.0447998,-122.1020966,8,Santa Cruz,Santa Cruz,Santa Cruz County,18,36.95486,,"Pleasure Point (""Point""?)",Pleasure Point,48,,,
R_0jHfCcmHCiQPAdn,0,3/17/14 15:02,3/17/14 15:07,1,,1,United States,92037,1983,4,fast beach break,,shortboard,,3,Scripps,La Jolla,San Diego,CA,USA,4,9,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,I'm not sure,3,3,1,1,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,4,4,4,3,3,4,4,4,2,2,3,3,12,proximity to home and work; friends always in the lineup; easy break to catch and no scary reef under the wave,No,,,"Sad, annoyed",32.88070679,-117.2359009,15,San Diego,La Jolla,San Diego (City of),72,32.8664,-117.2557,Scripps,Scripps,181,,,
R_0jK544ULTq0ASz3,0,3/11/14 9:53,3/11/14 9:55,0,,1,United States,92107,1974,10,slow reef break,,longboard ,,3,Sunset Cliffs,Point Loma,San Diego,CA,USA,10,8,Weekly,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,15,San Diego,Point Loma,San Diego (City of),72,32.73687,-117.25701,Sunset Cliffs,Sunset Cliffs,191,,,
R_0jnW7ECnSavbVwV,0,4/27/14 19:03,4/27/14 19:11,1,,1,United States,92649,1974,25,fast beach break,,"hybrid, funboard, or egg",,3,Huntington Beach - Pier,Huntington Beach,Orange,CA,USA,25,10,Weekly,Sand,,,,,,,other,PIER,1,0,fast beach break,,4,2,5,3,2,Yes,No,No,No,No,Yes,No,No,No,No,No,3,2,4,3,3,3,3,3,3,3,3,3,12,It picks up most swell directions and combo swells offer the best conditions,Yes,The Tsunami that occurred in Indonesia.  All water access was denied to the public.  Also the crowds can be unbearable,"No, I travel north or south",pity,38,-97,14,Orange,Huntington Beach,Huntington Beach (City of),57,,,Huntington Beach - Pier,,,,1,
R_0jr2axQYdA9wdYF,0,4/11/14 9:30,4/11/14 9:40,1,,1,United States,94564,1978,15,fast point break,,shortboard,,3,D Street,Encinitas,San Diego,CA,USA,5,10,Daily,Sand,,,,seawall,riprap,beach nourishment,,,3,0,slow beach break,,2,4,5,2,4,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,4,3,5,4,4,2,4,2,4,2,4,2,12,"Really fun wave, great environment, spent  a ton of time there, comfortable, good vibes.",No,,Yes. It would be like losing a child hood home.,"Denial, Anger, Bargaining, Sadness, Acceptance",37.95579529,-122.2689056,15,San Diego,Encinitas,Encinitas (City of),69,33.04573,-117.29899,D Street,D Street,171,,,
R_0jrkWppbzoEVp7D,0,4/10/14 13:07,4/10/14 13:28,1,,1,United States,93003,1980,12,fast point break,,"hybrid, funboard, or egg",,4,C Street,Ventura,Ventura,CA,USA,7,8,Daily,"cobbles, boulders, or loose rocks",,,,,,beach nourishment,,,1,0,slow point break,,4,2,4,4,2,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,4,3,5,3,5,3,4,3,5,3,4,3,12,"close, local, long rides, good parking!, close to town and fairgrounds, 2 theft, few fights in or out of water, along boardwalk for people watching",Yes,"annual county fair (carnie park in lot and water filthy), inaccessible during most fairground events","yes, only pointbreak within bike/walk distance. would be limited to shitty beachbreaks or the drive to and crowd at Rincon","anger, sadness",34.43580627,-119.6828003,12,Ventura,Ventura,San Buenaventura (City of),39,34.27247,-119.29942,C Street,C Street (same as Ventura Point),98,,,
R_0JVrc5BHQN4GVkF,0,3/17/14 12:37,3/17/14 12:43,1,,1,United States,92037,1981,25,fast beach break,,shortboard,,4,Blacks,La Jolla,San Diego,CA,USA,10,8,Weekly,Sand,,,natural beaches or bluffs,,,,,,1,0,fast beach break,,2,4,5,4,4,No,Yes,No,No,No,No,Yes,No,No,No,No,4,4,4,3,4,4,4,4,3,4,5,3,12,cause it is the best wave in SD and frankly it is really close to my office,No,,"yes, I would be sad but I would find somewhere else to surf and I'd love telling the groms about  how it used to be","sadness, especially for my two daughters who think that is surf heaven",32.71530151,-117.1573029,15,San Diego,La Jolla,San Diego (City of),72,32.8774,-117.25246,Blacks,Blacks,180,,,
R_0kPcsgWX5Vxb43j,0,3/21/14 2:35,3/21/14 2:46,1,,1,United States,92109,1983,10,fast beach break,,longboard ,,4,Pacific Beach,Pacific Beach,San Diego,CA,USA,2,8,Daily,Sand,,,,,,,,,0,I'm not sure,fast beach break,,5,2,5,4,3,No,No,No,No,No,No,No,No,No,Yes,No,3,3,3,3,3,3,1,2,4,3,3,5,12,Its super close to walk to.  Waves early in the morning have very good shape.,Yes,Rain pollution.  Strong winds.,No,Annoyance that I would have to move to somewhere else to find a place close to the beach,32.79769897,-117.2335052,15,San Diego,Pacific Beach,San Diego (City of),72,32.79679,-117.25983,Pacific Beach,Pacific Beach,188,,,
R_0kqe0G8hnSDct4V,0,4/27/14 21:29,4/27/14 21:44,1,,1,United States,92629,1982,8,slow point break,,shortboard,,3,Uppers,San Onofre,San Diego,CA,USA,4,6,Monthly,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,slow point break,,5,4,5,4,4,No,No,No,No,No,No,No,No,No,No,No,4,4,4,2,3,4,4,3,3,2,4,4,12,I am able to have the most fun on that wave for my ability and I enjoy the environment surrounding that break.  There are also other fun breaks right there that you can catch breaking if Uppers is not. ,No,,No.,I would be very bummed out. ,33.47819519,-117.7064056,15,San Diego,San Onofre,San Diego County,66,33.38483,-117.59423,Uppers,Upper Trestles,156,,,
R_0kTWGtAnynNAjAx,0,4/10/14 22:23,4/10/14 22:34,1,,1,United States,92672,1996,13,fast reef break,,shortboard,,4,Trestles,San Onofre,San Diego,CA,USA,5,8,Daily,"cobbles, boulders, or loose rocks",,,natural beaches or bluffs,,,,,,1,0,fast reef break,,4,4,5,3,2,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,4,4,5,4,4,3,4,4,3,2,5,3,12,It is a world Class wave and the last stretch of beach in orange county that is still in its completely natural state. It is pristine and beautiful,No,,"Yes, I would be very sad. Trestles is very special to me and I feel as if I have a connection to the wave. When I'm out there I really do connect with the mothering feeling of nature. Also I would be forced to surf elsewhere","Extremely sad. Trestles is my second home and I have so many memories there of scoring that could never go away, almost as if the wave is an old friend",33.42280579,-117.6201019,15,San Diego,San Onofre,San Diego County,66,,,Trestles,,,,1,
R_0lcDOUslow2Xc8ilT,0,5/3/14 13:19,5/3/14 13:30,1,,1,United States,93442,1978,20,fast beach break,,shortboard,,4,The Pit,Morro Bay,San Luis Opisbo,CA,USA,20,10,Weekly,Sand,,,,,,,other,Jetty/Harbor 1/3 mile to the south,1,0,depends,6ly Varied Beach Break,2,5,4,3,2,No,No,No,No,No,Yes,Yes,No,No,No,No,4,3,4,2,4,2,4,2,4,2,4,4,12,Because it almost always had rideable surf and is two minutes from my front door. ,No,,"Yes, I would have to try much harder (i.e. drive more and farther) to get waves, which would mean less water time. ",I'd be bummed out. ,35.29040527,-120.8101044,10,San Luis Opisbo,Morro Bay,Morro Bay (City of),30,,,The Pit,,,1,,
R_0ldVIo0nmUZzVLT,0,3/17/14 16:18,3/17/14 16:28,1,,1,United States,92010,1977,25,slow reef break,,longboard ,,3,Barney's,Encinitas,San Diego,CA,USA,5,9,Weekly,hard rock reef,,,natural beaches or bluffs,,,,,,1,0,slow reef break,,2,5,4,2,1,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,4,5,3,-9999,4,5,4,3,4,4,4,2,11,Fun wave and good people. ,Yes,Lot closed for marathon and maintenance. Different days. ,Yes. I wouldn't see some of the guys as often. ,Depressed. But there's other spots. ,33.13569641,-117.3018951,15,San Diego,Encinitas,Encinitas (City of),69,,,Barney's,,,1,,
R_0lKjzXCctnY9bdb,0,4/26/14 20:33,4/26/14 20:49,1,,1,United States,90650,1966,14,fast beach break,,longboard ,,4,Ray Bay,Seal Beach,Orange,CA,USA,6,9,Weekly,Sand,,jetty or groin,,,,,,,1,0,fast beach break,,2,3,5,2,1,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,4,3,4,1,4,2,3,1,4,4,3,2,12,"When is on its on! You have to know the conditions that work best and then be patient and wait for the right tide. If its big and walled at Huntington, Ray Bay will be firing. And the stingrays have a way of keeping the crowd down.",Yes,"Storm drain run off. Sewage spills, Stingray mishaps. 6 tides and on shore winds","Yes, I would have to travel farther and deal with more crowds.",Like I lost a dear friend.,33.90710449,-118.0766983,14,Orange,Seal Beach,Seal Beach (City of),56,33.739376,-118.116795,Ray Bay,,,1,,
R_0MLrALw3QivOKwt,0,4/8/14 13:45,4/8/14 14:00,1,,1,United States,92648,1966,30,fast beach break,,shortboard,,3,Huntington Beach - Pier Southside,Huntington Beach,Orange,CA,USA,1,5,Weekly,Sand,,,,,,,,,0,I'm not sure,fast beach break,,2,4,4,3,1,No,Yes,Yes,No,No,I'm not sure,I'm not sure,Yes,Yes,Yes,No,4,4,3,2,3,2,4,4,2,2,4,2,12,It's where I live and part of the reason I choose to live here is the surfing.  It's nothing spectacular but it's consistent and I can almost always get a decent wave out there.  I don't want to have to drive to surf.,No,,For sure.  I'd have to drive to surf rather than bike.  It's also the most consistent break near by. Other local spots aren't as good they would also be more crowded without HB handling a lot of other surfers.,"Depreseed.  Once again it's a quality break for the area and a great beach with ample parking,  showers, etc.",34.05220032,-118.2436981,14,Orange,Huntington Beach,Huntington Beach (City of),57,33.64403,-117.98555,Huntington Beach - Pier Southside,HB Pier Southside,132,,,
R_0MMVIPTESz7dMCp,0,4/5/14 5:51,4/5/14 6:01,1,,1,United States,94122,1975,10,fast beach break,,shortboard,,3,Ocean Beach,San Francisco,San Francisco,CA,USA,2,5,Weekly,Sand,,,,seawall,,beach nourishment,,,2,0,fast beach break,,2,3,4,2,1,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,4,3,4,2,4,2,4,2,3,4,4,3,12,"It's a wilderness at the edge of the city. It's still quite wild and the surf can get really, really good, but it's not for the faint of heart. It can also can very, very big and heavy with strong currents. Lots and lots of paddling. It's a place that keeps you honest. Never really an ""easy"" session at OB. There's also a fantastic community that orbits around this stretch of coast even if it may be a complete after thought to the rest of this gilded city.",Yes,"Sewage spills, or runoff after heavy rains. Or large winter swells maxed out beyond my comfort zone.",I live right on the Great 6way with my wife and baby daughter. If I could never surf OB again my life as we've constructed it would be upended.,Devastated. Lost. Untethered. Angry. ,37.76069641,-122.4841995,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
R_0MPLEVefM1eQTfn,0,4/27/14 0:05,4/27/14 0:19,1,,1,United States,91016,1990,10,fast point break,,shortboard,,3,Leo Carrillo,Malibu,Los Angeles,CA,USA,6,9,Weekly,hard rock reef,,,,,,,other,big rock,1,0,slow point break,,5,2,5,4,4,Yes,No,No,Yes,No,No,No,No,Yes,Yes,No,4,3,4,1,3,3,4,3,3,2,3,3,12,"even though its not a secret spot, the crew that surfs there stick together and keep everyone safe, even though theres a few verbal fights every now and then. its also tide sensitive and slightly dangerous so the soft tops and kooks stay away for the most part",No,,no,"disgust, mad, heartbroken",34.15390015,-117.9918976,13,Los Angeles,Malibu,Los Angeles County,43,34.0441,-118.93265,Leo Carrillo,Leo Carrillo,102,,,
R_0NcNAZRfXYtr5Xv,0,5/11/14 7:23,5/11/14 7:36,1,,1,United States,94925,1973,28,fast beach break,Big Beach Break,shortboard,,4,Ocean Beach,San Francisco,San Francisco,CA,USA,21,10,Weekly,Sand,,,,,,beach nourishment,other,Outer Sandbars fed buy SF Bay,2,0,fast beach break,"big wave beack break, variable speed",2,4,4,2,1,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,5,5,5,5,5,5,5,5,5,5,5,2,12,"Unique blend of big waves, lack of crowds when big, constantly changing but always challenging conditions, Must battle surf rather than compete with other people (when its big)",Yes,Combined sewer over2s fol2ing rain.  Current sewer system is not designed for sea level rise and will be overwhelmed unless modified.  Beach/parkling lot erosion at South Sloat area has caused closure of parking lot and increased hazards in the water and when accessing waves down bluff.  ,Yes.  Would have to drive much further for poorer quality waves. ,"Anger, sadness, loss.  ",37.93609619,-122.5366974,6,San Francisco,San Francisco,San Francisco,13,37.7739,-122.5137,Ocean Beach,Ocean Beach SF,23,,,
